CpG	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
GSM2229031	0.0	2.0814397	0.0	2.8115435	0.31210947	2.216536	1.3370336	0.0	0.43951178	0.0	1.218678	0.0	1.5913081	0.0	0.4586841	0.65488005	0.45396087	0.0	2.0180995	0.0919404	1.838819	0.0	0.38769817	0.0	0.19510393	0.2333889	0.059909344	0.0	1.5629933	1.8075218	2.8022516	0.0	0.0	0.0	0.75835115	0.11625862	0.5648581	0.44605613	0.0	0.0	0.0	0.0	1.624979	1.9951538	0.31500006	0.0	1.4564747	0.6798763	1.9251716	0.34936547	0.0	1.4808633	1.914667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.550187	0.034174025	1.5177555	1.3213661	0.0	0.0	0.10872926	1.0227729	0.0	0.5240555	1.9018588	0.16611767	2.7255733	1.6731178	0.0	0.7527888	2.0031772	0.0	0.0	0.0	0.15132606	0.0	0.0	0.0	0.0	0.0	0.59772897	1.1232095	1.470301	0.89442873	0.48247862	1.6211658	2.6337795	0.0	0.0	0.0	0.0	0.0	2.9809852
GSM2229032	0.0	2.3547323	0.5121441	2.676972	2.643125	0.9453993	0.369259	2.1957235	0.0	0.0	0.0	0.0	1.8351889	0.0	0.7204125	0.61525106	0.68286157	1.8248447	0.5513842	0.0	0.83443785	0.0	0.22924995	0.0	0.0	1.9984438	0.0	0.0	0.0	3.1905546	2.44053	0.0	0.14628887	0.71962786	0.0	2.1632943	0.0	0.0	0.3190552	0.0	0.0	0.0	1.8036351	2.5383096	0.0	0.0	0.0	0.0	2.6724536	0.0	1.0380346	0.0	1.7437772	1.6374907	1.0072069	0.0	0.0	0.0	0.0	0.0	0.0	1.9325198	0.0	0.16988039	0.0	0.0	1.7241472	0.0	2.1942773	0.0	0.42078304	1.3893731	0.0	0.0	3.4458923	0.0	0.0	3.2029457	0.0	0.0	0.0	2.3601315	0.0	1.3401761	1.1164694	2.4183564	1.0638399	0.0	2.8154464	1.1920334	1.7069602	0.084125996	0.3997965	1.3182969	0.0	1.025289	0.71616364	0.0	0.0	1.6306138
GSM2229033	0.0	0.0	0.0	0.25242543	0.0	0.10628843	0.15778601	1.2279224	0.0	0.89026546	0.0	2.8685603	0.0	0.0	2.9385831	2.2957468	2.7667844	0.0	0.09154248	0.0	0.0	0.11675072	0.9984789	0.0	0.425974	0.11609757	0.13294077	0.0	3.6572902	0.505671	0.0	0.0	0.6373968	0.0	2.0454595	0.0	0.0	0.0	0.0	2.035237	0.0	0.0	2.29241	0.0	0.0	0.36198807	0.0	1.7226963	1.4222925	1.0646663	0.56841874	0.0	1.9532181	0.0	0.0	0.0	0.0	2.9787533	0.86738694	0.21727276	0.4312334	2.6908324	0.0	0.14043331	0.0	0.0	0.0	0.0	0.56126136	0.0	1.7926884	1.0834693	3.8203626	0.0	1.2694274	0.0	0.0	0.0	0.0	2.0004754	0.0	0.0	0.0	0.0	1.0479169	0.0	0.0	0.0	1.1515388	2.0676675	0.0	1.3091931	0.1743021	3.4270134	0.0	0.0	0.0	0.0	0.0	0.34672713
GSM2229034	0.0	0.0	0.0	0.11249387	0.11455545	0.0	0.0	0.20906067	0.0	0.0	0.0	0.688149	0.0	0.0	0.7953496	0.0	0.92439866	0.0	0.0	0.0	0.0	0.2140379	0.0	2.1909378	3.127553	0.0	0.14616299	0.0	2.0618706	0.0	0.0	0.0	1.7458577	0.0	1.1124384	0.0	0.40062726	0.0	0.0	2.8381994	2.1550875	0.0	0.47696996	0.0	0.0	0.27272797	0.0	1.3687985	1.0885088	0.70665	0.0	0.0	0.09576607	0.0	0.0	1.0761011	0.3399887	0.112837315	0.82941806	0.0	0.0	3.012363	1.4036659	0.0	0.057201624	0.41025436	1.2958215	0.0	1.148331	0.0	2.118371	0.7951212	3.0818574	0.01234293	0.6689228	0.0	1.6687224	0.11562693	0.0	2.946547	2.2620869	0.0	0.0	0.0	0.0	0.0	0.0	0.6915207	2.4403262	0.7151141	0.0	0.7297263	0.0	1.2149324	0.70448977	0.0	0.0	0.0	0.0	0.0
GSM2229035	0.0	0.9564137	0.0	1.611702	4.2889595	0.0	0.0	3.1776175	0.0	1.3530247	0.0	0.0	0.13797998	0.0	0.15082777	0.5604305	0.32270816	2.7918038	0.0	0.0	0.0	0.08638096	0.4006443	0.0	0.0	3.1171136	0.0	0.0	0.0	1.7233696	0.0	0.0	0.2456398	1.6392026	0.0	1.8261032	0.0	0.0	0.6772897	0.0	0.0	0.0	0.5299392	1.7296814	0.0	0.0	0.0	0.0	2.4674757	0.0	1.8206179	0.12357974	0.0	2.7096028	2.2912188	0.0	0.0	0.0	0.0	0.0	0.0	1.8488944	0.0	0.0	0.0	0.0	3.828793	0.0	2.1259446	0.0	0.5837927	1.6334403	0.0	0.0	3.417674	0.0	0.0	2.4467173	0.0	0.0	0.0	1.4368205	0.0	0.0	1.5285373	2.3745904	0.7743633	0.0	3.6758003	2.6060042	1.2541199	0.0	0.0	0.8299031	0.0	2.138703	0.26046848	1.1784754	0.0	0.11938429
GSM2229036	0.0	0.0	0.0	0.0	1.4692721	0.0	0.0	1.6841998	0.0	0.0	0.0	0.0	0.0	0.0	2.401339	0.0	3.69232	0.0	0.0	0.0	0.0	0.0	0.46911335	0.0	1.3947797	0.0	1.2072964	0.0	0.0	1.2002125	0.24182105	0.0	1.7066393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8010492	0.0	0.0	0.0	0.0	0.9492922	0.0	0.0	0.0	1.784163	0.0	1.187949	0.0	0.0	0.0	0.0	1.3583183	2.035499	0.97872436	0.0	0.0	1.7242904	0.0	1.6375101	0.0	0.72484505	1.3937517	0.0	0.0	0.0	3.4250236	0.0	1.6595626	0.0	0.7883806	0.94159114	3.4600377	0.0	0.0	2.9579153	0.21428609	0.0	0.0	0.0	0.26215458	0.0	0.0	0.0	3.818409	5.055947	0.0	0.8780446	1.694448	0.8064971	0.0	0.0	0.0	1.1984973	0.0	0.0
GSM2229037	1.0167229	1.7678442	1.2683387	3.2282834	1.0771459	1.4875913	3.1694312	0.7849035	0.42871857	0.0	0.14779806	0.008356094	1.165525	0.0	0.0	0.59108067	0.0	2.2798471	0.7917521	0.0	1.1145587	0.40019035	0.050127983	0.0	0.0	0.64777476	0.0	0.0	0.051905155	3.5367851	2.223078	0.0	0.2145176	0.0	0.0	2.8290775	0.97330743	0.0	0.0	0.0	0.0	0.0	1.5078628	2.7871075	0.0	0.0	0.19712818	0.0	2.1518362	0.0	0.0	1.6597828	3.707439	1.3403919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2137134	0.23645109	1.9229531	0.0	0.0	0.9093095	0.0	1.5685222	0.0	0.08815718	0.73859215	0.35553455	2.6310084	2.1188135	0.0	0.0	1.8421488	0.0	0.0	0.0	1.2547286	0.0	2.7087712	0.0	1.2933807	0.49280524	0.0	1.7568521	0.10647392	3.2455957	0.32570267	0.82168484	0.18398356	1.0677569	0.0	0.37335157	0.0	0.0	2.1753173
GSM2229038	0.0	2.550614	0.0	2.6077669	0.0	1.430542	1.1208489	0.0	2.6497755	0.0	0.9172435	1.9381914	2.0346003	0.0	0.13015234	0.78471947	1.8964599	0.0	4.228922	0.7846041	2.673126	0.0	0.5660496	0.0	0.2953872	0.30059636	0.09339714	0.0	2.7163775	0.0	1.2162583	0.0	0.07228851	1.0333195	1.5263672	0.0	0.54638267	0.0	0.0	0.0	0.0	0.20748574	1.3976443	1.449107	0.4554813	0.0	0.0	2.059551	2.0300114	0.8723469	0.0	1.5875716	1.1673286	0.0	0.13631344	0.0	0.0	0.0	0.0	0.30279636	0.0	2.083145	0.0	0.48999214	0.42335677	0.0	0.0	0.0	1.6659414	0.0	1.0764446	1.5346897	0.0	4.1449842	0.91234314	0.0	0.0	0.34977782	0.0	0.0	0.0	0.0	0.0	0.45127884	0.0	0.0	0.0	1.2214026	0.0	0.3447349	0.03502989	1.0944576	0.0	2.2124782	0.017926693	0.0	0.44747543	0.0	0.0	3.1500726
GSM2229039	0.0	0.36745638	0.0	0.624988	0.3226688	0.0	2.975837	0.0	0.0	0.0	1.8077793	0.0	0.0	0.0	0.0	0.2901721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6458662	3.6296015	0.0	0.0	0.0	0.47515416	0.0	0.0	0.27783275	1.060801	0.0	0.0	0.0	0.8412072	0.0	0.0	0.0	1.0600659	0.38944665	0.0	0.0	0.0	0.0	0.9097749	0.28877926	0.059372663	0.0	0.0	1.564079	1.5425872	0.3385539	0.0	3.0901277	0.0	0.0	0.0	0.0	0.0	2.853643	1.955048	0.16156721	0.62217283	0.010914326	2.5838828	0.0	0.62394774	0.0	0.0	2.6126113	0.0	0.6763046	0.0	0.37233913	1.7705221	1.113231	0.0	1.0804954	3.4063787	0.0	0.0	0.0	0.0	0.0	0.0	2.1076503	1.4398241	1.1196611	2.4337454	0.0	0.35680962	0.5690446	1.1771212	0.0	0.0	0.55439895	0.0	0.03441143
GSM2229040	0.0	0.68325275	0.0	2.3448334	0.091527194	2.0690641	2.5560224	0.0	0.39300442	0.0	1.3291969	1.0384846	0.25283384	0.0	1.486135	1.4325233	0.0	0.0	0.9972379	1.8135977	0.0	0.0	1.037632	0.0	3.0809398	0.0	0.043889046	0.0	2.020558	0.6572857	2.5489223	0.0	0.0	0.04229641	0.0	0.0	0.0	0.56854224	0.0	0.0	0.0	0.0	0.71145844	1.6954433	1.3391609	0.0	0.0	0.3712616	0.24291468	0.571357	0.0	2.179401	2.0839925	0.0	0.0	0.0	0.70611763	0.46962762	0.0	0.0	0.21723938	2.4268334	0.0	2.332661	0.9156735	0.0	0.0	0.0	0.5197037	0.16169357	0.44096184	3.2606506	0.095339775	0.60565996	1.0821908	2.020351	0.0	1.4595777	0.21478772	0.0	3.355052	0.0	0.41920543	0.0	0.0	0.0	0.0	3.0138478	0.33640528	2.5638604	0.97223425	0.0	0.0	2.8220882	0.0	0.0	0.49683142	0.0	0.0	1.8405967
GSM2229041	0.0	0.39669448	0.0	1.1443106	1.6054211	0.0	0.42649853	1.3245573	0.82871866	1.8904111	0.0	0.0	1.6613774	0.0	2.8460534	0.23288298	2.211266	0.0	1.2106676	0.0	0.19660783	0.0	0.6388645	0.0	0.452447	1.891872	0.90763855	0.7277045	1.382487	1.7752671	1.7009952	3.1356103	0.0	0.0	0.0	0.0	0.0	1.2866449	0.0	2.2684085	0.0	0.0	2.8375187	1.206864	0.0	0.0	0.0	0.0	2.2352397	0.8557334	2.6287408	0.0	0.07687855	0.0	0.0	0.0	0.0	0.0	1.1597255	0.0	0.0	2.570785	2.223309	0.0	0.0	0.0	0.66983604	0.0	1.495716	0.0	0.7865515	1.143863	1.5687413	0.0	2.1322095	0.0	0.0	1.0376403	0.0	0.0	0.0	0.0	0.0	0.0	2.9249234	1.2188244	0.0	0.0	1.5599942	0.79900086	0.0	0.0	2.9290233	1.4511056	0.0	0.30319357	0.0	0.0	0.0	1.3367791
GSM2229042	0.0	0.0	0.0	0.5568682	1.8955114	0.0	0.0	2.176044	0.0	0.0	0.42956877	0.0	0.0	0.0	0.0	0.0	0.0	1.9511818	0.0	0.0	0.0	0.0	0.5263529	0.82634187	1.5452515	0.1465323	0.6363549	0.0	0.0	1.5092654	0.0	0.0	1.1014547	0.0	0.0	0.22827291	0.0	0.0	0.0	0.0	3.070693	0.0	0.24707842	0.6248416	0.0	0.0	0.0	0.046331644	1.6648872	0.0	1.1798031	0.20307112	0.20792222	0.3790493	0.42941666	0.36867094	0.0	0.0	0.0	0.0	0.0	2.7232044	0.5645809	0.57350206	0.38897896	0.30519843	2.1407285	0.0	0.41171455	0.0	2.0045042	1.3305985	1.8305564	0.0	2.3226168	0.0	0.37816906	2.808487	0.0	1.5175314	2.916082	0.0	0.0	0.0	0.5044093	0.96166134	0.0	0.006696701	3.9076948	2.52112	0.0	0.0	0.8221569	2.6557975	0.0	0.78836274	0.0	3.0059946	0.0	0.0
GSM2229043	0.0	0.0	0.0	0.0	0.38388637	1.3267484	0.0	0.0	0.0	0.0	1.0818014	0.0	0.0	0.0	1.8147197	1.2112164	0.83344734	0.0	0.18372178	0.0	1.1334636	0.0	0.9818249	0.24591517	0.28293583	0.0	0.14358282	0.57048416	0.8280273	3.2866888	0.15335464	1.4271634	2.2504945	0.0	0.0	1.2010441	0.0	0.0	0.0	1.1800048	1.6561428	0.0	0.0	0.0	0.0	0.27708387	1.2825117	0.0	0.0	0.44785762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7020571	0.0	0.0	0.0	2.4242232	1.4064873	1.0384302	0.0	1.3419253	0.0	0.0	0.19200921	0.0	3.392364	2.7110758	1.0183625	0.050240517	0.0	0.0	1.6696942	1.8005867	1.3677375	2.0093474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7424798	2.79598	4.128559	0.5223155	1.048831	1.6494145	1.324554	0.0	0.0	0.0	0.0	0.0	0.0
GSM2229044	0.0	3.220245	0.0	0.8468261	3.1346571	0.0	0.0	0.0	1.2424664	0.0	0.0	0.0	0.0	0.8293619	3.1241333	0.5745692	1.9475641	0.0	2.1265357	0.0	0.0	0.0	0.0	0.0	1.4259497	3.27809	0.0	0.0	0.0	2.3549795	1.5097756	0.0	0.24935246	1.2345691	0.0	0.35120487	0.0	0.0	2.074332	0.0	0.0	0.0	0.0	0.3437178	2.11832	0.0	0.0	0.0	0.5440724	0.0	0.0	0.5855901	0.0	1.9694707	0.476655	0.0	0.0	0.0	4.3544936	0.0	0.0	1.0595701	0.0	0.0	0.0	0.0	1.8228105	0.0	3.4933376	0.0	0.0	3.926865	0.0	0.0	0.0	0.7996477	0.0	0.059280872	2.6681798	0.0	0.0	2.7405276	0.0	0.52215964	0.8508172	0.0	0.0	0.0	0.40818977	3.6111703	2.1338372	2.7301793	0.0	0.0	0.0	0.0	1.3008733	0.0	1.7700415	0.0
GSM2229045	0.0	0.0	0.0	0.20957005	0.36784518	0.0	0.0	1.4485612	0.0	0.0	0.93447113	0.0	0.0	0.0	0.0	0.48534918	1.5469662	0.0	0.0	0.0	0.0	0.0	0.8086281	1.5637395	1.5069442	0.0	0.7208986	0.0	0.0	1.1907549	0.96057606	0.0	3.6210718	0.0	0.0	1.5279818	1.0689051	0.0	0.0	0.0	2.5646486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7046462	0.0	0.0	0.0	1.8931329	1.111165	0.0	0.0	0.36438942	0.0	2.0055795	0.4608971	2.2427993	0.0	0.92236125	0.4212557	0.0	0.60409665	0.0	2.7493768	0.0	1.8693466	1.5558426	0.0	0.0	4.365594	0.0	0.0	3.9909863	0.0	0.25928319	0.0	0.0	0.0	0.0	0.0	2.7531447	3.5123186	2.9772825	0.0	0.6645956	2.8139558	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSM2229046	0.9931425	0.95881474	0.16170883	2.2290037	0.0	3.1596413	0.70835304	0.0	1.3868504	0.0	1.417901	2.2703834	0.53816986	0.0	0.0	0.0	0.0	0.5849943	1.1325326	0.0	1.0921011	0.0	1.3707275	0.0070803165	0.0	0.23567092	1.0492468	0.0	2.5813715	2.3479915	2.6207607	0.0	0.16309166	0.0	1.1399791	0.0	0.9721274	0.0	0.0	0.0	0.0	0.0	2.1053848	1.7562805	0.7941239	0.0	0.2712741	2.864308	1.5908749	0.0	0.0	1.1378973	2.9290345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6100569	2.1711369	0.0	1.2461634	1.7627528	0.0	0.0	0.0	1.1985452	0.0	1.0468779	1.8667496	2.024636	1.902858	1.3446826	0.10321784	0.0	1.1023448	0.0	0.0	0.68534803	0.37869972	0.0	0.0	0.0	0.0	0.0	1.0451815	0.5938735	0.4886484	0.4265852	2.8246026	0.799171	1.8465738	0.0	0.0	0.0	0.0	0.0	1.8846879
GSM2229047	0.0	1.7155647	0.07126689	1.3311229	3.2844043	0.0	0.0	1.5731854	1.2044516	0.7134762	0.0	0.0	0.0	0.0	1.1792917	1.5265908	0.7322997	0.7893431	1.009027	0.0	0.0	0.44875813	0.0	0.0	0.0	4.12498	0.0	0.0	0.0	2.4512844	0.0	0.016082764	0.90698814	2.758265	0.0	2.0390058	0.0	0.0	1.3324325	0.0	0.0	0.0	1.3737326	1.3115097	0.0	0.0	0.0	0.0	2.4667594	0.0	0.25027764	0.0	0.0	2.54848	1.8873568	0.014878988	0.0	0.0	0.0	0.0	0.389328	1.9887325	0.4931848	0.0	0.0	0.0	2.0300727	0.0	3.975112	0.0	0.44752693	2.6325417	0.26521444	0.0	1.8418798	0.0	0.27372706	1.5970192	0.0	0.0	0.0	2.9547803	0.0	0.8330834	0.16441631	1.7965193	0.0	0.0	2.0856495	1.5404526	2.0864983	0.14987707	0.0	0.28667617	0.0	0.6244607	0.06799221	0.0	0.0	0.0
GSM2229048	0.0	1.0521314	0.0	2.0220594	0.14994082	1.882597	1.0187489	0.0	0.37390757	0.0	1.1576853	0.4541235	0.3639264	0.0	0.28194213	1.3603716	0.8409368	0.0	1.8977573	0.0	1.1448977	0.0	0.28481388	0.0	0.0	0.22768652	0.21762037	0.0	1.3195167	0.9212465	1.9554522	0.0	0.0	0.0	1.0989656	0.0	0.4765619	0.0	0.0	0.0	0.0	0.0	1.3525398	1.3418959	0.0	0.0	1.269603	0.568454	1.5044105	0.6723969	0.0	2.2247252	1.5182896	0.0	0.0	0.013131857	0.0	0.29537773	0.0	0.0	0.0	2.4877846	0.23553073	1.640445	1.2291906	0.0	0.0	0.0	1.0362434	0.0	1.554565	1.4303759	1.1520681	2.5738394	0.7418364	0.0	2.1113038	0.89590526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3237901	0.3244691	1.1946253	0.5710201	1.3188109	0.4001422	2.3187017	0.5591969	0.0	0.0	0.0	0.0	1.7335134
GSM2229049	0.0	1.573389	0.31287146	2.2943501	1.6691675	0.0	1.6743494	0.0	1.764317	0.4246168	0.0	0.0	0.9785876	0.0	2.3448236	0.7399478	1.3969737	0.0	2.8400323	0.0	1.662292	1.0440121	0.11432266	0.0	1.2137225	2.2628393	0.0	0.4203415	2.2661166	1.0585523	0.85005546	1.7317238	0.0	0.08817577	0.0	0.0	0.0	0.0	0.0	0.8108709	0.0	0.04664749	0.80930305	1.424332	1.7385788	0.0	1.2014096	1.2254493	1.9368055	0.5518236	1.6017994	0.21120548	1.6189429	0.7390444	0.43447447	0.0	0.0	0.0	2.6337566	0.0	0.0	2.579125	0.52786744	0.0	0.0	0.0	1.8798996	0.0	1.899639	0.0	0.27207947	1.5619817	0.0	0.0	2.055042	0.0	0.0	1.3563129	0.0	0.0	0.0	0.0	0.0	0.40318403	2.8610892	0.77493095	0.0	0.0	0.0	1.471994	1.3421874	0.33791447	1.1610274	0.6285932	0.0	0.5950136	0.74362755	0.0	0.0	2.2823424
GSM2229050	1.5820174	0.4307015	0.0	2.1009865	0.5765128	0.31989145	3.0948405	0.6189947	0.0	0.0	1.31955	0.45002794	0.0	0.0	0.0	0.0	0.02998871	2.4730568	0.0	0.0	0.554652	0.109490395	0.0	1.3349674	0.40821356	0.0	0.7448292	0.0	0.04090202	3.0279856	0.56026006	0.0	1.09344	0.67032623	0.0	2.3680158	2.9636905	0.0	0.0	0.0	0.5006875	0.0	0.45189977	2.1110806	0.0	0.0	0.0	0.0	1.3986266	0.0	0.0	2.559564	2.97335	0.4562521	0.0	0.0	0.93892765	0.0	0.0	0.373312	0.0	2.0109894	0.0	2.0539742	0.44291377	0.0	0.58910596	0.0	0.60507727	0.0	0.17002201	1.1698792	0.0	3.4756396	0.0	0.16984046	0.0	0.4191417	0.0	0.0	0.6803558	0.0	0.0	1.5574417	0.0	0.0	0.0	0.0	2.7864761	0.1420846	3.4836442	0.3719406	2.0870776	0.0	2.759077	0.0	0.27484417	0.0	0.0	1.3130269
GSM2229051	0.0	0.0	0.0	0.39644974	0.34059703	0.0	0.0	0.0	0.0	0.0	0.0	0.059313297	0.0	0.0	1.3667591	1.0481482	0.0	0.0	0.0	0.0	0.3513775	0.657753	0.13280487	1.1168144	2.6508822	0.06767309	0.0	1.9011426	1.9491246	0.546927	0.0	2.7589562	0.8046379	0.0	0.0	0.0	0.0	0.0	0.0	2.434693	1.3647171	1.5031059	0.0	0.0	0.0	0.0	1.5520846	0.060465097	0.0	0.11804557	0.0	0.0	0.97815555	0.0	0.0	1.0718563	0.0	0.0	0.0	0.0	0.0	3.444903	3.3551116	0.0	0.0	0.0	0.9447986	0.0	1.8700246	0.0	1.8454471	2.6290214	1.9845884	0.0	0.0	0.0	0.0	1.8446798	0.0	1.127924	2.0225816	0.0	0.0	0.0	0.0	0.0	0.0	1.9780102	0.40733004	0.83264244	1.6002951	0.0	0.0	2.2580547	1.4668717	0.0	0.0	0.0	0.0	0.0
GSM2229052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9973173	0.0	0.0	0.105486035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2820778	3.8927324	0.0	0.0	1.2450771	0.0	0.0	1.4951959	1.2090707	0.0	2.921142	0.0	0.4394151	0.2787094	0.7852362	0.0	0.0	0.33469653	3.3897061	0.0	0.16918755	0.0	0.0	3.7211366	0.0	0.0	0.0	0.0	0.0	1.7430183	0.0	0.0	0.0	0.10209203	1.0496998	0.0	0.0	0.011008263	2.0391674	2.5259545	0.50035214	0.48550463	1.6785948	0.56013775	0.0	0.0	0.2844739	0.0	4.2844777	0.4058156	6.3879952	0.0	0.0	0.0	1.8543394	0.0	0.0	0.0807991	2.5161843	0.0	2.5096703	0.0	0.0	0.0	0.0	0.94518447	1.4687352	0.0	0.0	0.58926296	0.0	0.17404008	2.0480835	0.0	0.0	0.0	0.0	0.0
GSM2229053	0.0	3.435788	2.3030548	4.008267	0.0	3.5564098	1.5966458	0.0	1.4041686	0.0	0.23208666	0.0	2.119009	0.0	1.055764	0.3947749	0.05954016	0.0	1.9267085	0.0	1.4501488	0.0	0.25683784	0.0	0.22842644	0.214908	0.86702585	0.0	0.8230288	3.7730045	5.401058	0.0	0.0	0.0	0.7435463	0.009328842	0.28344136	0.75094223	0.0	0.0	0.0	0.0	1.8785319	2.6707354	2.390213	0.0	1.1318817	0.0	1.2910335	0.0	0.0	1.1149008	3.978295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1288538	1.7576596	0.0	2.177681	0.0	0.0	0.0	0.050328523	1.9696358	0.0	1.1230025	0.0	0.35368252	2.2642276	1.4248595	0.0	0.0	1.2599535	0.0	0.0	0.0	1.971	0.0	2.880978	0.20677137	0.16708994	0.0	0.0	0.0	0.0	1.0652981	3.6809697	0.0	0.0	0.0	0.0	0.5446782	0.0	0.0	4.099815
GSM2229054	0.0	1.1800362	0.5609369	2.092464	2.9465108	1.3877649	0.0	1.2810941	0.83065367	1.5016286	0.0	0.0	0.56333685	0.0	3.3112643	1.6787872	1.807925	0.36511928	1.7677214	0.0	0.8868141	0.0	1.1741076	0.0	0.0	2.77076	0.340281	0.0	0.54733336	3.3380203	1.6873002	2.02544	0.15078449	1.6665821	0.0	2.729494	0.0	0.235574	0.5613799	0.0	0.0	0.0	2.352654	2.3165336	0.009895802	0.0	0.0	0.0	1.9800484	0.0	1.1576614	0.21198344	0.0	0.7311888	1.1373596	0.0	0.0	0.0	0.3115512	0.0	0.0	1.8130121	0.0	0.5831866	0.0	0.0	0.0	0.0	2.0044572	0.0	0.47496223	3.0468016	0.0	0.0	1.7236907	0.0	0.0	2.1973152	1.7038152	0.0	0.0	1.5654085	0.0	0.0	1.3991776	1.5126309	0.08493519	0.0	1.8072124	3.613459	2.2097764	0.0	2.8540835	2.0315127	0.0	0.22064447	0.4814248	0.0	0.0	0.21597528
GSM2229055	0.0	0.0	0.0	0.7186303	2.6723106	0.0	0.0	3.305122	0.0	0.7643342	0.0	0.0	0.43565798	0.0	0.6127033	0.0	1.086663	1.857239	0.0	0.0	0.0	0.0	0.55391216	0.0	0.0	0.8004495	0.5310421	0.0	0.0	2.8699536	0.0	0.0	2.6257896	0.0	0.0	2.723825	0.0	0.0	0.0	0.0	0.2827928	0.0	0.9920249	1.0600666	0.0	0.0	0.0	0.0	2.4712274	0.0	1.6069099	0.0	0.0	1.5901749	0.83480597	0.0	0.23697281	0.0	0.3409804	0.0	0.0	2.2096205	0.0	1.3903422	0.0	0.22974753	2.9771285	0.0	0.1808809	0.0	1.6483083	1.5682769	0.65121365	0.0	2.4684303	0.0	1.0399878	2.2178993	0.0	0.12873244	0.0	0.0	0.0	0.0	1.1958313	1.7941036	0.29056406	0.0	5.171088	3.8393173	0.4796071	0.0	2.4326215	0.74136996	0.0	1.3596385	0.0	0.7650783	0.0	0.0
GSM2229056	0.0	0.21101393	0.0	0.0	0.0	0.0	1.2525289	0.0	0.0	0.0	0.0	0.34895086	1.0424614	0.0	0.0	0.0	0.0047289617	0.0	0.0	0.0	0.0	0.0	0.95173264	1.6225383	2.7222118	0.20439208	0.692245	0.81734514	0.31753814	0.0	2.5407717	0.4826715	1.2036471	0.0	0.0	0.375978	0.0	1.6784596	0.0	1.7573941	1.2131804	0.0	1.608485	0.17049086	0.0	0.82840395	0.0	0.0	2.2356827	0.0	0.7614573	0.21611094	0.0	0.0	0.0	0.93485236	0.34966755	0.0	0.0	0.0	0.0	3.3338892	3.356052	0.0014843941	0.39918685	0.02675867	0.0	0.0	0.35883224	0.0	0.9472227	2.7366223	2.21895	0.0	1.1963687	0.0	1.0090115	1.8301022	0.0	1.0595384	2.989028	0.0	2.5619793	0.0	0.0	0.0	0.0	0.7578051	1.6033721	0.22122455	1.3397388	0.0	0.0	3.1268425	0.0	0.0	0.0	0.0	0.0	0.0
GSM2229057	0.0	0.0	0.0	0.10033083	1.2345923	0.0	0.0	2.8579907	0.0	0.7482686	0.0	0.0	0.0	0.0	2.3098085	0.0	0.323332	0.0	0.0	0.0	0.0	0.057912827	0.03318596	0.0	2.2971644	0.0	1.537128	0.0	0.15948951	4.0806913	0.14098454	1.5191545	2.7365012	0.041706085	0.0	0.033238888	0.0	0.0	0.0	3.1933491	1.4069301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0913565	0.47856474	0.44777334	0.27535772	0.0	0.0	0.0	0.0	1.7938023	0.0	1.6621011	0.0	0.0	1.7837919	0.0	2.5398538	0.0	2.4839528	1.4323398	0.0	0.068451285	0.0	2.869689	0.0	2.6985788	0.0	0.0	0.79818857	0.0	0.0	0.0	1.4221358	0.0	0.0	0.0	0.0	2.811358	0.80041265	0.0	0.0	4.7310934	2.0536618	0.0	2.0160928	2.9406047	0.0	0.07270461	0.25094557	0.0	0.0	0.0	0.0
